"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn53175725","PZ114_phonationO.wav","1","audio/wav","172204","3485738","1702904571360","3485738","1702904571360","syn53175548","https://www.synapse.org/#!Synapse:syn53175725.1","08f2418a4cc16103360bcd682fc24bf9"
"syn53175394","CT054_phonationI.wav","1","audio/wav","172844","3485738","1702903754235","3485738","1702903754235","syn53175354","https://www.synapse.org/#!Synapse:syn53175394.1","171359707514054b68a443a22ce2bc1b"
"syn53175765","CT048_phonationU.wav","1","audio/wav","174124","3485738","1702904692645","3485738","1702904692645","syn53175731","https://www.synapse.org/#!Synapse:syn53175765.1","c329dadfd00aa59845abf155208c45e2"
"syn53175802","PZ014_phonationU.wav","1","audio/wav","174124","3485738","1702904769824","3485738","1702904769824","syn53175731","https://www.synapse.org/#!Synapse:syn53175802.1","554aecf8c907ce26e65c0b92507c0608"
"syn53175213","CT058_phonationE.wav","1","audio/wav","174764","3485738","1702903120772","3485738","1702903120772","syn53175169","https://www.synapse.org/#!Synapse:syn53175213.1","fec5fc14da9a376df9f1831c16f7b933"
"syn53175696","PZ085_phonationO.wav","1","audio/wav","176044","3485738","1702904515695","3485738","1702904515695","syn53175548","https://www.synapse.org/#!Synapse:syn53175696.1","370e708f56385101b66e47b853838ef6"
"syn53175821","PZ032_phonationU.wav","1","audio/wav","176044","3485738","1702904808326","3485738","1702904808326","syn53175731","https://www.synapse.org/#!Synapse:syn53175821.1","dfabd4605f2a8fc9ea540bc0b78c4aa7"
"syn53175899","PZ114_phonationU.wav","1","audio/wav","176044","3485738","1702904969101","3485738","1702904969101","syn53175731","https://www.synapse.org/#!Synapse:syn53175899.1","adde117d421d0748e82b1ba1037ec6ee"
"syn53175397","CT057_phonationI.wav","1","audio/wav","176684","3485738","1702903761091","3485738","1702903761091","syn53175354","https://www.synapse.org/#!Synapse:syn53175397.1","e7f621321bf36a7ef8f4c3ba12c6b698"
"syn53175662","PZ052_phonationO.wav","1","audio/wav","176684","3485738","1702904445693","3485738","1702904445693","syn53175548","https://www.synapse.org/#!Synapse:syn53175662.1","031265efbed3c969d93edfe697cfbc7f"
"syn53175832","PZ044_phonationU.wav","1","audio/wav","176684","3485738","1702904829938","3485738","1702904829938","syn53175731","https://www.synapse.org/#!Synapse:syn53175832.1","b6d8747bdaaa0289e0d877c2a8ef1fa3"
"syn53175336","PZ111_phonationE.wav","1","audio/wav","177324","3485738","1702903368737","3485738","1702903368737","syn53175169","https://www.synapse.org/#!Synapse:syn53175336.1","c219d275ab963c13ed5d4cb190e6a074"
"syn53175297","PZ070_phonationE.wav","1","audio/wav","177964","3485738","1702903289727","3485738","1702903289727","syn53175169","https://www.synapse.org/#!Synapse:syn53175297.1","d3ede8c6289ae914242778b19f7c8ca8"
"syn53175206","CT052_phonationE.wav","1","audio/wav","179244","3485738","1702903107362","3485738","1702903107362","syn53175169","https://www.synapse.org/#!Synapse:syn53175206.1","11c1632115886be6551a8e1d14bb689b"
"syn53175457","PZ043_phonationI.wav","1","audio/wav","179884","3485738","1702903882699","3485738","1702903882699","syn53175354","https://www.synapse.org/#!Synapse:syn53175457.1","8ac3f01e58736da97a745565517aaa3d"
"syn53175529","PZ111_phonationI.wav","1","audio/wav","179884","3485738","1702904025607","3485738","1702904025607","syn53175354","https://www.synapse.org/#!Synapse:syn53175529.1","8c7663b39335047345893846fcade65b"
"syn53175738","CT015_phonationU.wav","1","audio/wav","180524","3485738","1702904636912","3485738","1702904636912","syn53175731","https://www.synapse.org/#!Synapse:syn53175738.1","89e688489aedb835a301782fc7e86197"
"syn53175889","PZ103_phonationU.wav","1","audio/wav","181804","3485738","1702904946321","3485738","1702904946321","syn53175731","https://www.synapse.org/#!Synapse:syn53175889.1","656f6ac4253ab2ab78ef036dbdf1819e"
"syn53175531","PZ114_phonationI.wav","1","audio/wav","182444","3485738","1702904030828","3485738","1702904030828","syn53175354","https://www.synapse.org/#!Synapse:syn53175531.1","04a9e2e1408f981cf8bc2fb081063ba0"
"syn53175684","PZ072_phonationO.wav","1","audio/wav","182444","3485738","1702904491991","3485738","1702904491991","syn53175548","https://www.synapse.org/#!Synapse:syn53175684.1","e7dfb89a1c509087667fd01697ded707"
"syn53175285","PZ060_phonationE.wav","1","audio/wav","183084","3485738","1702903267139","3485738","1702903267139","syn53175169","https://www.synapse.org/#!Synapse:syn53175285.1","54cae1fdcfa51bd9f0ae1c24f1ce3bb7"
"syn53175746","CT026_phonationU.wav","1","audio/wav","185004","3485738","1702904652383","3485738","1702904652383","syn53175731","https://www.synapse.org/#!Synapse:syn53175746.1","5084c454f26e0ed65222cedd39871cb7"
"syn53175637","PZ026_phonationO.wav","1","audio/wav","185644","3485738","1702904399709","3485738","1702904399709","syn53175548","https://www.synapse.org/#!Synapse:syn53175637.1","aa90ed221d00bd7c4a9e2131028aca91"
"syn53175871","PZ085_phonationU.wav","1","audio/wav","185644","3485738","1702904910036","3485738","1702904910036","syn53175731","https://www.synapse.org/#!Synapse:syn53175871.1","d6395cf601880986b6574ab836da46d1"
"syn53175629","PZ019_phonationO.wav","1","audio/wav","186924","3485738","1702904384337","3485738","1702904384337","syn53175548","https://www.synapse.org/#!Synapse:syn53175629.1","1cbbb677369c84b803534a348d524c1e"
"syn53175247","PZ021_phonationE.wav","1","audio/wav","187564","3485738","1702903189911","3485738","1702903189911","syn53175169","https://www.synapse.org/#!Synapse:syn53175247.1","b9b6b790e0d7df9cd06419eef6558a6c"
"syn53175818","PZ029_phonationU.wav","1","audio/wav","187564","3485738","1702904801747","3485738","1702904801747","syn53175731","https://www.synapse.org/#!Synapse:syn53175818.1","63afd072e3a38b6109745a663be791d1"
"syn53175417","PZ006_phonationI.wav","1","audio/wav","188204","3485738","1702903801956","3485738","1702903801956","syn53175354","https://www.synapse.org/#!Synapse:syn53175417.1","d4b4274e8b52b2577dc4eb53c40347be"
"syn53175722","PZ110_phonationO.wav","1","audio/wav","188204","3485738","1702904564292","3485738","1702904564292","syn53175548","https://www.synapse.org/#!Synapse:syn53175722.1","f4b50f32c271b216328205c34709d69a"
"syn53175317","PZ094_phonationE.wav","1","audio/wav","189484","3485738","1702903332687","3485738","1702903332687","syn53175169","https://www.synapse.org/#!Synapse:syn53175317.1","5c13b60c5a828d7c591f2780b288e3d9"
"syn53175330","PZ107_phonationE.wav","1","audio/wav","189484","3485738","1702903359687","3485738","1702903359687","syn53175169","https://www.synapse.org/#!Synapse:syn53175330.1","e4412c578f3ad759f1be4d9a3e96a8c0"
"syn53175693","PZ082_phonationO.wav","1","audio/wav","189484","3485738","1702904508537","3485738","1702904508537","syn53175548","https://www.synapse.org/#!Synapse:syn53175693.1","ec6d3fd0d03b09e5db80d001b48e35d4"
"syn53175808","PZ019_phonationU.wav","1","audio/wav","190124","3485738","1702904781458","3485738","1702904781458","syn53175731","https://www.synapse.org/#!Synapse:syn53175808.1","290fd68b9adc97f441107c9ce3c55b34"
"syn53175594","CT057_phonationO.wav","1","audio/wav","190764","3485738","1702904316959","3485738","1702904316959","syn53175548","https://www.synapse.org/#!Synapse:syn53175594.1","310f44942b95e5bded75b1db5246ddf2"
"syn53175868","PZ082_phonationU.wav","1","audio/wav","190764","3485738","1702904903776","3485738","1702904903776","syn53175731","https://www.synapse.org/#!Synapse:syn53175868.1","5a6126165a0b81b1c82b3ca0a5713acd"
"syn53175436","PZ022_phonationI.wav","1","audio/wav","192684","3485738","1702903839874","3485738","1702903839874","syn53175354","https://www.synapse.org/#!Synapse:syn53175436.1","0aee2943adc23e1f4f0457aade222235"
"syn53175775","CT057_phonationU.wav","1","audio/wav","193324","3485738","1702904713731","3485738","1702904713731","syn53175731","https://www.synapse.org/#!Synapse:syn53175775.1","1d78ea074388d1ad0e4f5aec66c3f48e"
"syn53175860","PZ072_phonationU.wav","1","audio/wav","193964","3485738","1702904888232","3485738","1702904888232","syn53175731","https://www.synapse.org/#!Synapse:syn53175860.1","a74c2a35c2f31b1e5239d519f3ddc9e6"
"syn53175721","PZ109_phonationO.wav","1","audio/wav","194604","3485738","1702904562123","3485738","1702904562123","syn53175548","https://www.synapse.org/#!Synapse:syn53175721.1","3837475a0c060ada634da62ec0ebb661"
"syn53175272","PZ048_phonationE.wav","1","audio/wav","195244","3485738","1702903238985","3485738","1702903238985","syn53175169","https://www.synapse.org/#!Synapse:syn53175272.1","bbb8bc178a0cf84f38150fa4921bb7ed"
"syn53175711","PZ100_phonationO.wav","1","audio/wav","195244","3485738","1702904544455","3485738","1702904544455","syn53175548","https://www.synapse.org/#!Synapse:syn53175711.1","aa242af4d28c4a83a82fdc2a8667c3a5"
"syn53175894","PZ109_phonationU.wav","1","audio/wav","195884","3485738","1702904957359","3485738","1702904957359","syn53175731","https://www.synapse.org/#!Synapse:syn53175894.1","33832887e7a2d9f09ebe7a0fc42a282c"
"syn53175216","CT061_phonationE.wav","1","audio/wav","196524","3485738","1702903127325","3485738","1702903127325","syn53175169","https://www.synapse.org/#!Synapse:syn53175216.1","e5031df61b98cf238e225168b6ee66c6"
"syn53175286","PZ061_phonationE.wav","1","audio/wav","196524","3485738","1702903269458","3485738","1702903269458","syn53175169","https://www.synapse.org/#!Synapse:syn53175286.1","13cb38fd4ab86742714f1905cafc177d"
"syn53175398","CT058_phonationI.wav","1","audio/wav","196524","3485738","1702903763483","3485738","1702903763483","syn53175354","https://www.synapse.org/#!Synapse:syn53175398.1","b1089f92117c6778304e9ffb1a65ee0e"
"syn53175416","PZ005_phonationI.wav","1","audio/wav","196524","3485738","1702903799614","3485738","1702903799614","syn53175354","https://www.synapse.org/#!Synapse:syn53175416.1","55770b09bbb4e1ed65db1a8952887fa4"
"syn53175511","PZ095_phonationI.wav","1","audio/wav","196524","3485738","1702903989977","3485738","1702903989977","syn53175354","https://www.synapse.org/#!Synapse:syn53175511.1","c38c9ae6fbdc977553e225f71910789f"
"syn53175884","PZ099_phonationU.wav","1","audio/wav","196524","3485738","1702904937431","3485738","1702904937431","syn53175731","https://www.synapse.org/#!Synapse:syn53175884.1","8418abdad6b5dc1ab2edc5beb5a9172e"
"syn53175368","CT026_phonationI.wav","1","audio/wav","197804","3485738","1702903698263","3485738","1702903698263","syn53175354","https://www.synapse.org/#!Synapse:syn53175368.1","e7a1492c2a073dfdf371878c0255feaa"
"syn53175447","PZ032_phonationI.wav","1","audio/wav","197804","3485738","1702903861673","3485738","1702903861673","syn53175354","https://www.synapse.org/#!Synapse:syn53175447.1","d2994c143e0750a2cf6a6df87ea60e9f"
"syn53175281","PZ056_phonationE.wav","1","audio/wav","198444","3485738","1702903257756","3485738","1702903257756","syn53175169","https://www.synapse.org/#!Synapse:syn53175281.1","dcea7b3a7e58abeee34ea07db92bd27b"
"syn53175563","CT026_phonationO.wav","1","audio/wav","199084","3485738","1702904257080","3485738","1702904257080","syn53175548","https://www.synapse.org/#!Synapse:syn53175563.1","2976bbe3946ad7ffac39b9b28287c1b5"
"syn53175653","PZ043_phonationO.wav","1","audio/wav","199084","3485738","1702904430812","3485738","1702904430812","syn53175548","https://www.synapse.org/#!Synapse:syn53175653.1","3459eb47224de55dcc4ee67cb66ac548"
"syn53175673","PZ061_phonationO.wav","1","audio/wav","199724","3485738","1702904467409","3485738","1702904467409","syn53175548","https://www.synapse.org/#!Synapse:syn53175673.1","3e9c4d4341cc233474f58d8923e177e3"
"syn53175773","CT055_phonationU.wav","1","audio/wav","200364","3485738","1702904709422","3485738","1702904709422","syn53175731","https://www.synapse.org/#!Synapse:syn53175773.1","8e211c269d9f9a26fd7279e617712917"
"syn53175334","PZ110_phonationE.wav","1","audio/wav","201644","3485738","1702903366374","3485738","1702903366374","syn53175169","https://www.synapse.org/#!Synapse:syn53175334.1","5ab9a6a25f2d2358e52401b7e3a99265"
"syn53175441","PZ026_phonationI.wav","1","audio/wav","201644","3485738","1702903849648","3485738","1702903849648","syn53175354","https://www.synapse.org/#!Synapse:syn53175441.1","19bcf43a16b56ddd4a6eb3007f663f28"
"syn53175209","CT055_phonationE.wav","1","audio/wav","202284","3485738","1702903114204","3485738","1702903114204","syn53175169","https://www.synapse.org/#!Synapse:syn53175209.1","9d57f904177335a29fb8e0dd44e6547a"
"syn53175498","PZ082_phonationI.wav","1","audio/wav","202284","3485738","1702903964810","3485738","1702903964810","syn53175354","https://www.synapse.org/#!Synapse:syn53175498.1","52677d0fdfc0808b2e50d77b1683b663"
"syn53175698","PZ088_phonationO.wav","1","audio/wav","202284","3485738","1702904519863","3485738","1702904519863","syn53175548","https://www.synapse.org/#!Synapse:syn53175698.1","0b8002773d6afc15aab642786f50d65b"
"syn53175324","PZ100_phonationE.wav","1","audio/wav","202924","3485738","1702903346435","3485738","1702903346435","syn53175169","https://www.synapse.org/#!Synapse:syn53175324.1","268b2e30dab8f206d97b62abee52c3c1"
"syn53175253","PZ026_phonationE.wav","1","audio/wav","203564","3485738","1702903201066","3485738","1702903201066","syn53175169","https://www.synapse.org/#!Synapse:syn53175253.1","a96ce1071d27684d2d4406ac17c609e4"
"syn53175577","CT043_phonationO.wav","1","audio/wav","204204","3485738","1702904284813","3485738","1702904284813","syn53175548","https://www.synapse.org/#!Synapse:syn53175577.1","50beff3ed98a1e459dff6b25c54a51b0"
"syn53175595","CT058_phonationO.wav","1","audio/wav","204204","3485738","1702904319145","3485738","1702904319145","syn53175548","https://www.synapse.org/#!Synapse:syn53175595.1","e70637bbad0eb54b1be1be8e938a0232"
"syn53175843","PZ056_phonationU.wav","1","audio/wav","205484","3485738","1702904852990","3485738","1702904852990","syn53175731","https://www.synapse.org/#!Synapse:syn53175843.1","604565f05319eacc80179785cb2e742f"
"syn53175432","PZ019_phonationI.wav","1","audio/wav","206124","3485738","1702903832721","3485738","1702903832721","syn53175354","https://www.synapse.org/#!Synapse:syn53175432.1","77db92948d99ecb6bca4dcd7668a6426"
"syn53175641","PZ030_phonationO.wav","1","audio/wav","206124","3485738","1702904406784","3485738","1702904406784","syn53175548","https://www.synapse.org/#!Synapse:syn53175641.1","ed2cbd441f2fc85477614bbe67c92c91"
"syn53175847","PZ060_phonationU.wav","1","audio/wav","206764","3485738","1702904862133","3485738","1702904862133","syn53175731","https://www.synapse.org/#!Synapse:syn53175847.1","ed1837ace670872472059a34292f3065"
"syn53175600","CT063_phonationO.wav","1","audio/wav","207404","3485738","1702904330518","3485738","1702904330518","syn53175548","https://www.synapse.org/#!Synapse:syn53175600.1","5875af3ab623308aa193048896279484"
"syn53175780","CT061_phonationU.wav","1","audio/wav","207404","3485738","1702904723118","3485738","1702904723118","syn53175731","https://www.synapse.org/#!Synapse:syn53175780.1","9611bcfd0f98f770192789a6b8e1df1f"
"syn53175620","PZ011_phonationO.wav","1","audio/wav","208684","3485738","1702904366018","3485738","1702904366018","syn53175548","https://www.synapse.org/#!Synapse:syn53175620.1","c2cfca68eba2da8ecf3ce55c02be39bc"
"syn53175322","PZ098_phonationE.wav","1","audio/wav","210604","3485738","1702903341745","3485738","1702903341745","syn53175169","https://www.synapse.org/#!Synapse:syn53175322.1","0d0187efd75f95bf91041577a0069722"
"syn53175550","CT004_phonationO.wav","1","audio/wav","210604","3485738","1702904233245","3485738","1702904233245","syn53175548","https://www.synapse.org/#!Synapse:syn53175550.1","042171d8a9c6b1c03305f9dd7b709d11"
"syn53175623","PZ014_phonationO.wav","1","audio/wav","210604","3485738","1702904372631","3485738","1702904372631","syn53175548","https://www.synapse.org/#!Synapse:syn53175623.1","a47d77c7e53bd220be8d7082f79a1276"
"syn53175710","PZ099_phonationO.wav","1","audio/wav","210604","3485738","1702904542297","3485738","1702904542297","syn53175548","https://www.synapse.org/#!Synapse:syn53175710.1","0dc7791d18e4233ac09877baa06e794e"
"syn53175819","PZ030_phonationU.wav","1","audio/wav","212524","3485738","1702904803971","3485738","1702904803971","syn53175731","https://www.synapse.org/#!Synapse:syn53175819.1","52862ece35911900ec78ec9bde8496ff"
"syn53175831","PZ043_phonationU.wav","1","audio/wav","212524","3485738","1702904827440","3485738","1702904827440","syn53175731","https://www.synapse.org/#!Synapse:syn53175831.1","fe80ba3e830ba1161b8a21584d1630cf"
"syn53175866","PZ080_phonationU.wav","1","audio/wav","212524","3485738","1702904899490","3485738","1702904899490","syn53175731","https://www.synapse.org/#!Synapse:syn53175866.1","af7d3b078e51a9c35005088a74dd74e3"
"syn53175736","CT013_phonationU.wav","1","audio/wav","213164","3485738","1702904632672","3485738","1702904632672","syn53175731","https://www.synapse.org/#!Synapse:syn53175736.1","aea56be737fd75e2144b4ac71b28c5ff"
"syn53175760","CT043_phonationU.wav","1","audio/wav","215084","3485738","1702904681125","3485738","1702904681125","syn53175731","https://www.synapse.org/#!Synapse:syn53175760.1","c2bebd5015361f62dc0afd5db294665a"
"syn53175236","PZ011_phonationE.wav","1","audio/wav","215724","3485738","1702903167530","3485738","1702903167530","syn53175169","https://www.synapse.org/#!Synapse:syn53175236.1","fad248b89557f04dfc2283799260fb97"
"syn53175410","CT068_phonationI.wav","1","audio/wav","215724","3485738","1702903787396","3485738","1702903787396","syn53175354","https://www.synapse.org/#!Synapse:syn53175410.1","b4b991f4644d404c2abb4593a7094f6a"
"syn53175381","CT043_phonationI.wav","1","audio/wav","216364","3485738","1702903727506","3485738","1702903727506","syn53175354","https://www.synapse.org/#!Synapse:syn53175381.1","105ed8a2578dfe6451eeb38a6bfb8d03"
"syn53175517","PZ100_phonationI.wav","1","audio/wav","216364","3485738","1702904001931","3485738","1702904001931","syn53175354","https://www.synapse.org/#!Synapse:syn53175517.1","1a90eb04e5e0fd41fc62cf3b67ea20c8"
"syn53175895","PZ110_phonationU.wav","1","audio/wav","217004","3485738","1702904959487","3485738","1702904959487","syn53175731","https://www.synapse.org/#!Synapse:syn53175895.1","2c74f73bfce9c8edfad47e6a72c84e2e"
"syn53175671","PZ060_phonationO.wav","1","audio/wav","217644","3485738","1702904465183","3485738","1702904465183","syn53175548","https://www.synapse.org/#!Synapse:syn53175671.1","623382a523d20d5689f27c19cd9d42b4"
"syn53175259","PZ032_phonationE.wav","1","audio/wav","218924","3485738","1702903212337","3485738","1702903212337","syn53175169","https://www.synapse.org/#!Synapse:syn53175259.1","c0713c160bf8f2b32c9cf6e0cab82497"
"syn53175444","PZ030_phonationI.wav","1","audio/wav","218924","3485738","1702903856902","3485738","1702903856902","syn53175354","https://www.synapse.org/#!Synapse:syn53175444.1","ec40aaaec21e64005b2a3373c34886f0"
"syn53175666","PZ056_phonationO.wav","1","audio/wav","218924","3485738","1702904455446","3485738","1702904455446","syn53175548","https://www.synapse.org/#!Synapse:syn53175666.1","a38236d0c349926e9f72f6c4fbc3f107"
"syn53175231","PZ006_phonationE.wav","1","audio/wav","220204","3485738","1702903156467","3485738","1702903156467","syn53175169","https://www.synapse.org/#!Synapse:syn53175231.1","650877e842ade437ea590fe8e9276358"
"syn53175811","PZ022_phonationU.wav","1","audio/wav","220204","3485738","1702904788338","3485738","1702904788338","syn53175731","https://www.synapse.org/#!Synapse:syn53175811.1","c06666ed30b39e2e3a794027c147806f"
"syn53175221","CT065_phonationE.wav","1","audio/wav","222764","3485738","1702903135825","3485738","1702903135825","syn53175169","https://www.synapse.org/#!Synapse:syn53175221.1","807a927a2fe7399d85ed8957a1b97c68"
"syn53175338","PZ114_phonationE.wav","1","audio/wav","224044","3485738","1702903373755","3485738","1702903373755","syn53175169","https://www.synapse.org/#!Synapse:syn53175338.1","94b331336529b05262d5d7dc4166cb90"
"syn53175763","CT046_phonationU.wav","1","audio/wav","224044","3485738","1702904688214","3485738","1702904688214","syn53175731","https://www.synapse.org/#!Synapse:syn53175763.1","e75af51a659aa3a6962f242be96a9112"
"syn53175816","PZ026_phonationU.wav","1","audio/wav","224684","3485738","1702904797310","3485738","1702904797310","syn53175731","https://www.synapse.org/#!Synapse:syn53175816.1","bca9c86f03f40a82e464a8758dd30915"
"syn53175476","PZ060_phonationI.wav","1","audio/wav","225324","3485738","1702903919577","3485738","1702903919577","syn53175354","https://www.synapse.org/#!Synapse:syn53175476.1","85d2458e8deff69cfda8e0b4fdeedbc8"
"syn53175323","PZ099_phonationE.wav","1","audio/wav","226604","3485738","1702903344129","3485738","1702903344129","syn53175169","https://www.synapse.org/#!Synapse:syn53175323.1","06050d06e4e7e010196f7d58b30e4bc3"
"syn53175356","CT004_phonationI.wav","1","audio/wav","227884","3485738","1702903671663","3485738","1702903671663","syn53175354","https://www.synapse.org/#!Synapse:syn53175356.1","a7e8cb15d292cfcdf1edd1eb5e0dac6f"
"syn53175591","CT055_phonationO.wav","1","audio/wav","227884","3485738","1702904312406","3485738","1702904312406","syn53175548","https://www.synapse.org/#!Synapse:syn53175591.1","18eb822a49366c5d2120ed09d6b8638b"
"syn53175300","PZ073_phonationE.wav","1","audio/wav","229164","3485738","1702903296533","3485738","1702903296533","syn53175169","https://www.synapse.org/#!Synapse:syn53175300.1","6ced1500a61137c97ddced1ba40abb0e"
